序号,Volume,Area,max_temp_z,Length1,Length2,Length3,Pra,Prb,Pouter_radius,Pinner_radius,Parea,Pcircularity,Pcompactness,Pcontlength,Pconvexity,Prectangularity,Pphi,Panisometry,Pbulkiness,Pinner_width,Pinner_height,Pdist_mean,Pmax_diameter,Porientation,Prect2_len1,Prect2_len2,Pmoments_m11,Pmoments_m20,Pmoments_m02,Pmoments_ia,Pmoments_ib,Pmoments_m11_invar,Pmoments_m20_invar,Pmoments_m02_invar,Pmoments_phi1,Pmoments_phi2,Pmoments_m21,Pmoments_m12,Pmoments_m03,Pmoments_m30,Pmoments_m21_invar,Pmoments_m12_invar,Pmoments_m03_invar,Pmoments_m30_invar,Pmoments_i1,Pmoments_i2,Pmoments_i3,Pmoments_i4,Pmoments_psi1,Pmoments_psi2,Pmoments_psi3,Pmoments_psi4,质量,人工测量：长,人工测量：高,分档,宽1,宽2,宽3,人工测量：宽,边1,边2,边3,备注
522,2155.67,945.681,12.7637,20.7993,16.3007,12.2171,11.1784,8.56077,11.6803,8,297,0.752628,1.11562,64.5269,0.961165,0.770035,0.792913,1.30578,1.01225,11,16,8.69682,22.3607,-2.34868,10.5393,8.45918,-1918.07,7388.65,7331,9278.11,5441.54,-0.0217446,0.083763,0.0831094,0.166872,0.00189173,-355.443,2470.75,-718.95,-2379.25,-1.36E-05,9.43E-05,-2.74E-05,-9.08E-05,5.05E+07,-1.34E+14,-8.23E+10,3.32E+19,0.00648867,-2.51E-11,-4.04E-07,2.10E-08,5.87,22,13.3,3,16,16.5,16.1,16.2,16,11.2,13.2,
523,1786.68,882.574,10.3261,21.3528,17.2542,9.80203,10.6893,9.52202,12.172,7,292,0.593894,1.26698,68.1838,0.938907,0.72459,-1.56388,1.12259,1.09508,12,13,8.63137,22.4722,-1.56388,10.8771,8.86678,11.911,8341.03,6618.91,8341.11,6618.83,0.000139695,0.0978259,0.0776285,0.175454,0.000408014,3988.65,-12998.6,-1266.24,15724.1,0.000160206,-0.000522094,-5.09E-05,0.000631566,5.52E+07,-1.52E+17,-2.91E+12,1.29E+21,0.00759406,-3.38E-08,-1.61E-05,9.78E-07,4.37,19.9,10.1,3,15.9,15.9,16,15.93333333,13.2,9.6,16.1,
524,1975.24,871.54,13.0922,17.6845,15.987,12.5353,9.62209,8.5803,10.3489,8.5,258,0.838175,1.04779,58.2843,0.962687,0.761134,-1.44887,1.12142,1.00531,13,13,8.01096,19.6977,1.69272,8.94427,8.27345,147.651,5953.61,4766.69,5971.7,4748.59,0.00221818,0.0894419,0.0716106,0.161052,0.000337639,-747.144,-483.069,734.15,421.704,-4.35E-05,-2.81E-05,4.27E-05,2.46E-05,2.84E+07,-2.38E+12,-8.28E+09,1.89E+18,0.00640007,-1.82E-12,-1.09E-07,5.59E-09,4.72,18.5,13.1,3,16.3,16.1,16.6,16.33333333,14.5,13.8,18.5,
525,3769.04,1372.45,15.7246,25.2218,17.34,15.225,13.6385,8.26406,14.1473,7.5,333,0.475899,1.46076,78.1838,0.867188,0.736686,1.28728,1.65034,1.06332,10,19,9.39145,27.2947,1.28728,12.361,8.69086,-2631.81,14718.4,6452.33,15485.2,5685.53,-0.0237337,0.132731,0.0581873,0.190918,0.00780987,15696.9,-2579.43,-1573.93,-8992.68,0.00042509,-6.99E-05,-4.26E-05,-0.000243532,8.80E+07,-2.50E+16,-1.76E+12,1.30E+21,0.00715995,-1.49E-09,-3.87E-06,2.32E-07,7.69,24.8,15.1,3,15.7,15.4,15.6,15.56666667,13,12,23.7,
526,1833.51,859.193,13.3529,18.669,15.859,13.4898,9.77462,8.97422,10.5585,8,269,0.792919,1.08376,60.5269,0.960714,0.787072,0.175154,1.08919,1.02446,13,13,8.2193,19.9249,0.175154,9.5,8.5,-173.171,5446.73,6394.63,6425.28,5416.08,-0.00239315,0.0752716,0.0883712,0.163643,0.000194509,-5079.55,1089.09,6038.75,-571.261,-0.000260957,5.60E-05,0.000310235,-2.93E-05,3.48E+07,-3.36E+15,-3.42E+11,9.53E+19,0.00664612,-1.70E-09,-3.36E-06,1.78E-07,3.97,19.5,11.2,3,15.9,16,16,15.96666667,14.1,13.4,24.1,
527,2986.46,1214.17,13.5816,27.3331,14.9685,13.0789,14.4582,8.1999,14.4298,7.5,365,0.5493,1.25401,75.8406,0.955497,0.825352,1.15802,1.76322,1.02042,12,14,9.97337,27.8568,1.15802,13.8636,7.82624,-4754.75,16992.6,8217.79,19074.9,6135.5,-0.0356896,0.127548,0.0616836,0.189232,0.00943315,9575.11,-1043.66,-4871.48,-8264.03,0.000196909,-2.15E-05,-0.00010018,-0.000169947,1.17E+08,-1.33E+16,-1.25E+12,1.18E+21,0.00659387,-3.18E-10,-1.45E-06,7.69E-08,6.68,26.8,14,3,15,15,15.2,15.06666667,14.7,14.1,19.4,
528,3648.85,1403.86,12.0779,29.455,18.2223,11.7218,15.4646,9.12908,15.6162,8.5,436,0.571285,1.20504,81.2548,0.95614,0.787234,0.63186,1.694,1.01726,14,14,11.0527,30.2324,0.63186,14.8492,9.19239,-8094.68,15009.1,20142.9,26067.9,9084.06,-0.0425821,0.0789554,0.105961,0.184917,0.00798225,8432.91,-13503.6,2940.22,4395.67,0.000101746,-0.000162926,3.55E-05,5.30E-05,2.37E+08,-6.61E+16,-3.97E+12,7.52E+21,0.006553,-2.66E-10,-1.32E-06,6.95E-08,7.5,29.6,12.9,3,18.4,18.9,18.7,18.66666667,15.7,10.6,29.4,
529,2351.02,1162.54,9.6175,26.618,20.2409,9.1453,15.1274,9.4926,15.7332,9,441,0.579691,1.21159,81.9411,0.942308,0.765116,1.26278,1.5936,1.02296,15,18,10.9411,30.4631,1.26278,13.5331,10.3399,-4418.73,23823.6,11340.4,25229.4,9934.57,-0.0227206,0.122498,0.058311,0.180809,0.00618492,8745.01,-10798.3,-1252.14,13728.7,0.000101963,-0.000125904,-1.46E-05,0.000160071,2.51E+08,-1.09E+17,-5.25E+12,1.05E+22,0.00662676,-3.91E-10,-1.62E-06,8.60E-08,4.87,28.3,8.4,3,18.7,18.6,19,18.76666667,14,9.6,17.6,
530,1866.15,901.171,14.0118,22.6806,15.3502,10.832,11.6049,6.61724,11.9018,6.5,239,0.562917,1.16347,59.1127,0.956,0.791304,1.2833,1.75373,1.00941,8,16,7.80005,22.8035,1.2833,11.0727,6.70187,-1476.59,7610.12,3052.93,8046.72,2616.33,-0.0258501,0.133228,0.0534467,0.186675,0.00903798,526.367,1338.61,-788.788,-4181.07,3.86E-05,9.81E-05,-5.78E-05,-0.000306263,2.11E+07,-4.51E+13,-3.09E+10,5.21E+18,0.00645237,-7.42E-11,-6.94E-07,3.58E-08,5.89,22.9,13.6,3,16.7,16.9,16.9,16.83333333,15.2,12.9,20.1,
531,2187.47,960.53,11.3902,19.7316,19.4629,11.1077,11.3873,9.23769,12.2083,8,315,0.635138,1.17447,68.1838,0.954545,0.726984,-0.695966,1.2327,1.04912,14,13,9.05967,23.3238,-0.695966,11.3137,8.83883,1717.9,8155.28,8776.46,10211.6,6720.12,0.0173132,0.0821898,0.0884501,0.17064,0.00123817,-7099.11,8055.93,10794.4,-8178.23,-0.000227129,0.000257741,0.000345355,-0.000261654,6.86E+07,-6.49E+16,-2.12E+12,1.17E+21,0.00696995,-6.74E-09,-6.89E-06,3.85E-07,4.4,21.5,11.7,3,17.2,17.1,17.1,17.13333333,16,13.7,20.9,
532,1937.29,933.273,12.2365,19.8201,19.1952,11.7373,11.3565,9.5361,12.4914,8.5,322,0.688056,1.12454,67.4558,0.96988,0.700617,0.832002,1.19089,1.05659,15,14,9.13271,23.4307,-2.30959,10,9.5,-1524.14,8993.7,8708.76,10382,7320.45,-0.0146998,0.0867415,0.0839933,0.170735,0.000871892,-10759.8,-7984.18,12293.2,9346.53,-0.000322282,-0.000239146,0.000368211,0.000279951,7.60E+07,-1.48E+17,-3.38E+12,2.06E+21,0.00706962,-1.24E-08,-9.41E-06,5.34E-07,5.16,19.4,12.5,3,19,18.9,19.1,19,14.2,14.1,22.7,
533,1191.83,684.689,8.8163,19.5149,16.2283,8.26447,9.77693,8.48969,10.8852,7.5,248,0.671771,1.14358,59.6985,0.964981,0.774194,0.940392,1.15162,1.05146,13,11,7.85946,19.6977,0.940392,9.54594,8.48528,-694.177,5419.92,4975.21,5926.48,4468.64,-0.0112867,0.088123,0.0808925,0.169015,0.00056184,4312.56,-6102.9,-2402.12,5732.21,0.000282735,-0.000400112,-0.000157485,0.000375809,2.65E+07,-1.00E+16,-5.16E+11,1.09E+20,0.0070011,-1.14E-08,-8.94E-06,5.01E-07,3.29,18.7,9.2,3,16.1,16,16.6,16.23333333,13.2,9.1,18.2,
534,3804.47,1505.47,12.0569,36.1985,18.5594,11.6829,18.2631,9.32595,18.7483,9.5,533,0.497572,1.26874,92.1838,0.977982,0.760784,1.45412,1.95831,1.0039,12,24,12.3032,36.4966,-1.68748,18,9,-3798.86,43999.2,12034.5,44444.5,11589.2,-0.0133721,0.154878,0.0423617,0.19724,0.0133753,4776.83,1583.51,-1980.84,-9843.43,3.15E-05,1.05E-05,-1.31E-05,-6.50E-05,5.15E+08,-1.70E+15,-9.44E+11,3.91E+21,0.00638209,-9.17E-13,-7.72E-08,3.96E-09,8.44,35.2,11.7,3,18.1,17.7,17.5,17.76666667,15.3,12.5,35.3,
535,1629.14,888.656,8.1521,21.7026,19.027,7.61842,11.0601,10.3308,12.3261,8.5,341,0.725845,1.15279,70.2843,0.957865,0.71345,0.937677,1.07059,1.05265,15,14,9.36829,22.4722,-2.20392,10.5,10,-634.349,9962.63,9563.84,10428.2,9098.28,-0.00545531,0.0856772,0.0822476,0.167925,0.000130804,15648.9,-4333.54,-11821.1,3154.29,0.000394658,-0.00010929,-0.000298122,7.95E-05,9.49E+07,-2.10E+17,-4.48E+12,3.41E+21,0.00701699,-9.87E-09,-8.36E-06,4.70E-07,3.16,18.8,7.8,3,18.1,18.3,18.2,18.2,14.6,8.9,19.6,
536,1242.32,779.707,7.2152,20.8425,18.3482,6.72787,11.7897,9.33562,12.2154,8.5,342,0.7303,1.09266,68.5269,0.957983,0.790909,-0.755399,1.26287,1.01104,14,14,9.4131,23.4307,2.38619,10.7517,9.48683,2212.3,9535.04,9800.83,11884.2,7451.64,0.0189144,0.0815212,0.0837936,0.165315,0.00143618,-3141.59,-5386.34,1135.94,2792.25,-7.85E-05,-0.000134653,2.84E-05,6.98E-05,8.86E+07,-3.06E+15,-5.24E+11,3.73E+20,0.00647319,-1.40E-10,-9.58E-07,4.98E-08,3.15,22.9,7.5,3,17.6,17.6,17.6,17.6,14.2,9.7,22.5,
537,1801.95,836.954,10.9965,17.7991,17.406,10.4635,10.047,8.59976,10.6315,8,268,0.796183,1.0791,60.2843,0.960573,0.799228,1.01423,1.16829,1.01283,13,13,8.16895,20.2485,-2.12736,9,8.5,-810.985,6258.52,5459.61,6763.09,4955.04,-0.0112913,0.0871369,0.0760138,0.163151,0.000633696,-659.151,3258.5,-456.636,-3711.1,-3.42E-05,0.000169283,-2.37E-05,-0.000192796,3.35E+07,-5.02E+14,-1.30E+11,3.48E+19,0.00649611,-2.63E-10,-1.31E-06,6.80E-08,4.67,19.7,11.1,3,16.6,16.6,16.4,16.53333333,15,13.1,17.8,
538,2001.67,952.113,9.9149,23.4207,16.8044,9.42525,12.7557,8.77353,13.1994,8.5,344,0.623839,1.11596,69.4558,0.980057,0.80597,1.34725,1.45389,1.02205,15,14,9.47481,25.2982,1.34725,12,8,-1593.87,13630.6,6982.21,13992.9,6619.84,-0.013469,0.115185,0.0590032,0.174188,0.00388208,-2044.32,7892.73,-859.429,-12541.9,-5.02E-05,0.000193888,-2.11E-05,-0.000308097,9.26E+07,-2.43E+16,-1.50E+12,1.11E+21,0.00661489,-1.05E-09,-2.64E-06,1.40E-07,4.69,24.7,9.6,3,16.5,16.8,16.6,16.63333333,14.2,8.7,24.4,
539,1610.94,881.36,9.4601,25.9388,15.9191,8.96915,13.4259,8.3096,13.9629,8,344,0.556891,1.19725,71.9411,0.950276,0.805389,1.32927,1.61571,1.01886,10,20,9.54318,26.9258,1.32927,13.434,7.9427,-2221.12,14954.7,6485.4,15501.9,5938.25,-0.0187696,0.126375,0.0548049,0.18118,0.00653147,9787.32,-5786.12,-2132.98,5891.37,0.00024043,-0.000142139,-5.24E-05,0.000144724,9.21E+07,-2.63E+16,-1.56E+12,1.15E+21,0.00657368,-1.13E-09,-2.73E-06,1.44E-07,4.34,26.3,9.8,3,15.6,15.5,15.4,15.5,15.7,8.8,25.6,
540,2007.38,1012.53,10.8343,24.5967,19.8079,10.3428,12.7644,10.1873,13.8252,9,389,0.636006,1.16163,75.3553,0.962871,0.748718,1.30469,1.25298,1.05016,15,15,10.1145,26.2488,1.30469,12.5,10,-1459.48,15447.1,10490.4,15844.9,10092.6,-0.00964491,0.102082,0.0693257,0.171407,0.00144505,-9352.83,18959.4,2474.18,-24036.6,-0.000158889,0.000322089,4.20E-05,-0.000408342,1.60E+08,-8.17E+17,-1.14E+13,1.46E+22,0.00698385,-1.03E-08,-8.48E-06,4.74E-07,4.4,24.7,10.7,3,19.1,19.3,19,19.13333333,14,10.5,24.2,
541,2035.78,890.85,14.329,17.2894,16.6564,13.8797,10.2223,8.03532,11.0119,7,246,0.60214,1.18509,60.5269,0.931818,0.735772,1.38296,1.27218,1.04898,9,15,7.84635,20.3961,1.38296,9.39149,8.49706,-450.492,6340.9,4056.46,6426.53,3970.83,-0.00744418,0.104781,0.0670312,0.171812,0.00164668,-3395.5,5154.62,1687.57,-7900.8,-0.000228086,0.000346251,0.000113359,-0.000530721,2.55E+07,-6.73E+15,-4.15E+11,8.47E+19,0.00696815,-8.30E-09,-7.61E-06,4.24E-07,5.22,18.8,12.9,3,18,17.9,17.8,17.9,14.6,13.8,17.9,
542,2704.46,1137.15,13.2047,25.2244,18.0591,12.7344,12.1273,9.69881,13.5252,9,361,0.548237,1.18617,73.3553,0.95,0.815341,1.38702,1.25039,1.02359,15,15,9.79078,25.7099,1.38702,11.6487,9.84593,-859.471,13113.5,8649.3,13273.2,8489.54,-0.00659503,0.100625,0.0663692,0.166994,0.00134741,2086.47,5990.86,-2770.84,-12138,4.43E-05,0.000127341,-5.89E-05,-0.000258003,1.13E+08,-1.24E+16,-1.19E+12,1.08E+21,0.00663488,-3.30E-10,-1.50E-06,7.98E-08,7.06,24.4,13.5,3,18.1,18,18,18.03333333,15.9,13.5,24.4,
543,2117.48,968.809,11.3992,23.908,17.031,10.9645,12.7737,8.62315,13.316,8,340,0.65446,1.18026,71.0122,0.941828,0.739394,1.11158,1.48132,1.01778,11,16,9.47506,25.632,-2.03002,12.0208,8.83883,-2999.29,12386.1,7803.56,13869.1,6320.48,-0.0259454,0.107146,0.0675049,0.174651,0.00426405,182.93,-5073.33,1227.55,7669.58,4.65E-06,-0.000129079,3.12E-05,0.000195135,8.77E+07,-3.87E+15,-5.89E+11,4.16E+20,0.0065597,-1.87E-10,-1.12E-06,5.92E-08,4.82,24.6,12.3,3,15.9,16.2,16,16.03333333,15.5,11.6,24.4,
544,2804.4,1171.71,12.308,22.5907,21.9904,12.064,13.8384,9.64747,14.4284,9,411,0.65876,1.15859,77.3553,0.964789,0.7625,1.15578,1.43441,1.02049,13,17,10.4938,27.8568,1.15578,13,10,-3731.66,18032.6,11207.5,19676.8,9563.32,-0.0220912,0.106752,0.0663477,0.1731,0.00358457,2713.84,-12135.9,3012.2,18528.3,3.91E-05,-0.000174802,4.34E-05,0.000266876,1.88E+08,-1.21E+17,-4.78E+12,7.20E+21,0.00659472,-8.82E-10,-2.41E-06,1.27E-07,6.23,26.8,13,3,16.9,16.6,16,16.5,15.6,14,26.5,
545,3833.09,1417.28,14.6998,27.3648,19.6068,14.1317,14.2096,9.45069,15.1107,9,406,0.569379,1.38574,84.0833,0.904232,0.676617,1.29408,1.50356,1.03913,14,17,10.5357,29.1548,-1.84751,13.8792,9.94934,-3003.54,19641.3,9918.53,20494.3,9065.52,-0.0182214,0.119156,0.0601721,0.179329,0.00480722,-10994,-592.2,4166.76,6114.74,-0.000164277,-8.85E-06,6.23E-05,9.14E-05,1.86E+08,-2.26E+16,-2.08E+12,3.12E+21,0.00683788,-1.86E-10,-1.15E-06,6.32E-08,6.6,25.5,13.2,3,20.9,21,21.1,21,14,14,22.4,
546,3303.62,1309.32,15.0969,28.5718,16.9735,14.5882,14.9671,8.92519,14.8003,8.5,411,0.590802,1.19827,78.669,0.955814,0.825,0.896949,1.67695,1.02109,14,13,10.676,28.6007,-2.24464,14.1421,8.83883,-7232.46,17242.1,13960.4,23017.5,8184.97,-0.0428157,0.102072,0.0826443,0.184716,0.00771016,-6184.94,12583.5,-4537.51,-9426.61,-8.91E-05,0.000181249,-6.54E-05,-0.000135778,1.88E+08,-6.72E+16,-3.56E+12,5.38E+21,0.00660249,-4.89E-10,-1.80E-06,9.51E-08,8.08,28.2,15.8,3,16.5,16.5,16.4,16.46666667,15.1,14,27,
547,2466.28,1115,13.5975,25.2564,19.0447,13.1959,14.0728,9.00441,15.0774,9,386,0.503344,1.18893,75.9411,0.967419,0.710526,1.03525,1.56288,1.03133,14,14,10.2913,29.1548,-2.10634,13,9.5,-4953.46,16171.9,10763.5,19111.2,7824.16,-0.0332456,0.108539,0.0722402,0.180779,0.00573868,-12364,-5424.83,9723.04,22853.7,-0.000214979,-9.43E-05,0.00016906,0.00039737,1.50E+08,-1.42E+17,-4.63E+12,5.56E+21,0.00673561,-1.93E-09,-3.63E-06,1.96E-07,6.8,28.6,14.1,3,18.2,17.9,17.6,17.9,13.9,13.8,26.8,
548,2482.69,1030.48,12.7749,20.933,18.4661,12.3814,11.1812,9.83589,11.9491,9,342,0.799987,1.11924,69.3553,0.957983,0.805471,1.30399,1.13677,1.01024,14,16,9.3618,22.2036,1.30399,10.7703,9.56331,-614.807,10521.1,8439.71,10689.1,8271.67,-0.00525638,0.0899512,0.0721565,0.162108,0.000427171,4470.73,926.831,-4036.33,-1415.4,0.000111764,2.32E-05,-0.000100904,-3.54E-05,8.84E+07,-1.61E+15,-3.78E+11,2.67E+20,0.00646293,-7.35E-11,-6.90E-07,3.57E-08,4.83,21.8,12.7,3,17.9,18.5,17.9,18.1,14.1,13.8,18,
549,2217.67,957.064,13.0015,19.4694,16.7136,12.5051,11.323,8.32802,12.2047,8,293,0.618847,1.09362,63.4558,0.973422,0.783688,1.39898,1.35963,1.01108,14,14,8.62384,23.4094,1.39898,11,7.5,-726.235,9265.37,5206.35,9391.39,5080.32,-0.00845945,0.107926,0.0606454,0.168572,0.00252173,3796.83,-713.766,-1591.11,-738.656,0.000150945,-2.84E-05,-6.33E-05,-2.94E-05,4.77E+07,-3.49E+14,-1.30E+11,4.99E+19,0.00647367,-7.48E-11,-7.02E-07,3.65E-08,5.21,18.7,12.8,3,14.9,15,15,14.96666667,14.6,11.3,20.2,
550,1791.05,871.127,11.7728,18.3807,18.1491,11.2455,10.0571,9.7824,11.0507,8.5,304,0.821448,1.08993,64.5269,0.962025,0.833898,-1.44711,1.02808,1.01671,15,14,8.75461,20.6155,1.69448,9.5,9.5,50.7105,7680.76,7279.16,7687.06,7272.85,0.00054872,0.0831107,0.0787651,0.161876,2.01E-05,3935.42,-1318.7,-3654.61,588.6,0.000140078,-4.69E-05,-0.000130083,2.10E-05,5.59E+07,-1.04E+15,-2.42E+11,1.09E+20,0.00654592,-1.54E-10,-1.01E-06,5.30E-08,4.25,18.8,11.4,3,17.4,17.7,17.6,17.56666667,14.7,13.2,16.8,
551,1752.48,882.575,10.9083,22.7696,15.2744,10.3527,12.593,7.84298,12.1777,7,295,0.618753,1.2504,68.0833,0.921875,0.817568,0.903942,1.60564,1.05181,8,16,8.87097,23.2594,-2.23765,11.3137,7.77817,-3479.36,8956.75,7275.3,11695.5,4536.54,-0.0399811,0.102922,0.0836001,0.186522,0.00676727,-5495.35,6484.38,-1236.78,-4698.62,-0.000214057,0.000252582,-4.82E-05,-0.000183022,5.31E+07,-6.84E+15,-6.13E+11,2.63E+20,0.00700576,-1.37E-09,-3.15E-06,1.78E-07,4.21,22.3,11.2,3,14.8,15,15.1,14.96666667,16,12,21.1,
552,1776.6,871.299,10.634,19.5209,18.2886,10.1714,10.8954,9.09725,11.7361,8.5,309,0.775273,1.09185,65.1127,0.956656,0.76431,0.521059,1.19766,1.00774,14,13,8.89331,22.4722,0.521059,9.94396,9.45889,-1199.02,7081.4,8482.2,9170.4,6393.21,-0.0125576,0.0741656,0.0888365,0.163002,0.000846014,-1293.39,-270.385,1536.88,269.118,-4.38E-05,-9.16E-06,5.21E-05,9.12E-06,5.86E+07,-1.44E+13,-2.93E+10,1.38E+19,0.00643092,-1.81E-12,-1.09E-07,5.64E-09,4.82,20.5,10.9,3,18.9,19,18.9,18.93333333,12.8,10.9,20.4,
553,1921.6,892.443,11.7785,23.1669,15.7499,11.4275,12.0319,8.08184,12.4323,7.5,293,0.548061,1.17229,65.6985,0.939103,0.742268,0.639753,1.48875,1.04262,13,13,8.7025,23.8537,0.639753,10,9.5,-2787.26,6858.58,8529.92,10604.1,4784.41,-0.032467,0.0798912,0.0993596,0.179251,0.00459545,9324.4,-7412.28,-5040.34,-1485.22,0.000370696,-0.000294679,-0.000200381,-5.90E-05,5.07E+07,-2.51E+16,-1.13E+12,4.61E+20,0.00688385,-5.38E-09,-6.11E-06,3.37E-07,4.74,23.4,12.2,3,15.5,15.6,15.5,15.53333333,14.2,11.9,22.9,
554,2592.14,1106.02,13.1076,24.6913,16.674,12.5292,12.8504,8.70328,13.0433,8.5,343,0.587741,1.17325,71.1127,0.952778,0.808955,1.3643,1.4765,1.02437,12,18,9.44391,25,-1.7773,12.4906,8.48875,-1538.15,13837.9,6817.54,14160.1,6495.32,-0.0130741,0.11762,0.0579481,0.175568,0.00424445,-5365.53,-7478.14,4367.28,16171.1,-0.000132963,-0.000185315,0.000108225,0.000400735,9.20E+07,-4.66E+16,-2.07E+12,1.53E+21,0.00664492,-2.07E-09,-3.71E-06,1.97E-07,6.16,23.2,11.9,3,16.8,16.9,17.1,16.93333333,15.7,13.1,26.2,
555,2173.8,958.901,15.5746,18.9959,15.79,15.0842,10.3873,8.08452,10.9321,7,254,0.626782,1.22487,62.5269,0.913669,0.741036,0.973431,1.28484,1.03866,13,12,7.95637,20.8087,0.973431,9.65341,8.08066,-1256.15,5996.85,5004.85,6851.38,4150.33,-0.0194703,0.0929514,0.0775754,0.170527,0.00175279,5471.45,-3087.47,-1653.03,605.713,0.000333888,-0.000188409,-0.000100874,3.70E-05,2.84E+07,-2.11E+15,-2.51E+11,5.76E+19,0.00683165,-1.89E-09,-3.67E-06,2.03E-07,5.3,19,14.1,3,16.8,16.9,17.1,16.93333333,15.1,12.6,19.9,
556,1869.56,880.363,13.4501,20.8874,14.9263,12.8589,11.1284,7.86638,11.7361,7.5,267,0.583745,1.16523,62.5269,0.956989,0.729008,0.185943,1.41468,1.03002,13,12,8.26162,22.4722,0.185943,10.5,7.5,-751.438,4271.84,8125.04,8266.4,4130.49,-0.0105407,0.0599229,0.113973,0.173896,0.00336587,-93.0298,-6322.37,4087.26,2519.85,-4.89E-06,-0.000332159,0.000214733,0.000132386,3.41E+07,-2.48E+15,-2.95E+11,8.10E+19,0.0067185,-1.35E-09,-3.05E-06,1.65E-07,4.93,21.4,13.9,3,17.4,17.6,17.9,17.63333333,13.4,11.3,19.3,
557,1708.62,805.537,12.0352,19.6184,15.1108,11.4308,10.3721,7.6448,11.0499,7,239,0.560069,1.15393,58.8701,0.952191,0.696203,0.41659,1.35675,1.04228,12,12,7.74628,21.095,-2.725,9.84089,7.68171,-1086.4,3972.69,5947.16,6427.88,3491.97,-0.0190192,0.0695486,0.104115,0.173664,0.00264177,-2590.98,6068.9,-1335.19,-2586.49,-0.000189789,0.000444545,-9.78E-05,-0.00018946,2.24E+07,-2.62E+15,-2.45E+11,4.42E+19,0.00687933,-4.31E-09,-5.50E-06,3.04E-07,3.98,23,12,3,16.8,16.9,17.1,16.93333333,14.2,10.4,17.1,
559,2123.84,966.583,11.3791,22.3125,15.5825,10.9261,12.0767,8.79745,12.2358,8,328,0.725543,1.13596,68.4264,0.964706,0.858491,1.04862,1.37275,1.01761,11,15,9.27455,23.4094,1.04862,11.3341,8.13733,-2426.49,10563,7742.75,11959.4,6346.4,-0.0225544,0.0981839,0.0719694,0.170153,0.00272201,-3020.79,1725.62,2406.32,-1611.59,-8.56E-05,4.89E-05,6.82E-05,-4.57E-05,7.59E+07,-4.86E+14,-1.97E+11,1.21E+20,0.00655753,-3.37E-11,-4.83E-07,2.56E-08,4.89,20.9,11.3,3,15.4,15.2,15.5,15.36666667,15,11.5,21.1,
560,2401.77,1100.66,12.513,27.3355,15.7983,12.0343,14.3422,8.55682,14.3863,8.5,381,0.550113,1.18602,75.3553,0.967005,0.845109,1.28928,1.67612,1.01194,11,19,10.0652,27.6586,1.28928,13.7559,8.22192,-3367.66,18619,7948.05,19592.9,6974.13,-0.0231995,0.128264,0.0547534,0.183017,0.0075567,4129.45,4323.28,-3450.13,-13325.7,7.47E-05,7.82E-05,-6.24E-05,-0.000240944,1.37E+08,-9.05E+15,-1.11E+12,1.22E+21,0.00648468,-1.40E-10,-9.54E-07,4.95E-08,5.77,26.1,12,3,14.4,14.5,14.4,14.43333333,13.3,12,25.8,
561,1609.8,771.145,11.4191,17.019,16.6336,12.0295,9.838,8.4598,10.2824,7.5,256,0.811661,1.03485,57.6985,0.988417,0.779116,0.123706,1.16291,1.02136,13,13,7.97843,19.2354,-3.01789,8.83883,8.48528,-197.625,4604.94,6169.75,6194.32,4580.36,-0.00301552,0.0702658,0.0941429,0.164409,0.000606491,176.23,4934.99,-781.453,-3913.33,1.05E-05,0.000294148,-4.66E-05,-0.000233253,2.84E+07,-1.89E+15,-2.32E+11,5.26E+19,0.00660593,-1.56E-09,-3.22E-06,1.70E-07,3.97,19,11.3,3,16.8,16.4,16.6,16.6,14.4,10.2,18.5,
562,2117.14,931.43,13.9742,21.0008,15.6044,13.3892,11.346,8.16613,11.9324,8,286,0.661906,1.12039,63.4558,0.959732,0.750903,1.21306,1.3894,1.01776,13,14,8.53021,22.8473,-1.92853,10.5,8,-1455.06,8660.41,5311.96,9204.34,4768.02,-0.0177889,0.105878,0.0649415,0.17082,0.00294159,-141.675,-4290.83,963.98,5759.48,-6.06E-06,-0.000183418,4.12E-05,0.000246198,4.39E+07,-1.81E+15,-2.85E+11,1.01E+20,0.00655944,-4.94E-10,-1.82E-06,9.60E-08,5.53,21.6,14.7,3,17.5,17.5,17.5,17.5,15,14.7,20.6,
563,1994.13,895.587,12.7578,19.2309,16.2196,12.472,10.5918,8.52236,11.1066,7.5,281,0.772556,1.06608,61.3553,0.968966,0.788889,-1.42344,1.24282,1.00919,10,17,8.41802,21.2132,1.71815,9.19239,8.83883,403.566,7821.16,5162.2,7881.06,5102.3,0.00511095,0.0990509,0.0653766,0.164427,0.00123845,1115.93,493.876,-1003.73,-364.942,5.03E-05,2.23E-05,-4.52E-05,-1.64E-05,4.02E+07,-7.74E+12,-1.80E+10,5.83E+18,0.00644949,-2.52E-12,-1.30E-07,6.76E-09,4.37,20.1,13,3,17.7,17.8,17.6,17.7,13.2,12.4,18.5,
